subject;channels;auc_cross_val_mean;auc_cross_val_std
Dog_3;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16];0.9366468253968254;0.008774766536938663
Dog_3;[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16];0.9233068783068783;0.038236759925963724
Dog_3;[1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16];0.9310747354497355;0.01918589009545282
Dog_3;[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16];0.9328736772486772;0.05444097235253529
Dog_3;[3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16];0.9272354497354499;0.025616801479548663
Dog_3;[3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16];0.9285052910052911;0.03206220182294536
Dog_3;[3, 4, 6, 7, 8, 10, 11, 12, 14, 16];0.9237003968253967;0.029389332079873147
Dog_3;[3, 4, 6, 7, 8, 10, 11, 14, 16];0.9191435185185185;0.03324825044077381
Dog_3;[3, 4, 6, 7, 8, 11, 14, 16];0.9099239417989418;0.04609260557488288
Dog_3;[3, 4, 6, 7, 11, 14, 16];0.9134523809523809;0.038255740857468544
Dog_3;[3, 4, 6, 7, 14, 16];0.9166699735449736;0.017106160251643653
Dog_3;[16, 3, 14, 6, 7];0.9065244708994709;0.02424393711888478
Dog_3;[16, 14, 6, 7];0.8840658068783067;0.015313024445992866
Dog_3;[16, 6, 7];0.9019841269841269;0.0610082670873238
Dog_3;[6, 7];0.8491666666666667;0.027304064544132672
Dog_3;[7];0.8445601851851852;0.025921678095209993
